id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel
2023,23,M,1790,Marié(e),Commercial,Représentant Commercial,1,80,1,1,0
2024,36,F,7644,Marié(e),Commercial,Cadre Commercial,0,80,10,9,7
2025,36,F,5131,Divorcé(e),Consulting,Tech Lead,7,80,18,4,2
2026,56,M,6306,Divorcé(e),Consulting,Manager,1,80,13,13,12
2027,29,M,4787,Marié(e),Consulting,Assistant de Direction,9,80,4,2,2
2031,42,M,18880,Marié(e),Consulting,Senior Manager,5,80,24,22,6
2032,56,M,2339,Marié(e),Consulting,Consultant,8,80,14,10,9
2034,41,F,13570,Marié(e),Consulting,Tech Lead,0,80,21,20,7
2035,34,F,6712,Marié(e),Commercial,Cadre Commercial,1,80,8,8,7
2036,36,M,5406,Divorcé(e),Commercial,Cadre Commercial,1,80,15,15,12
2037,41,M,8938,Divorcé(e),Commercial,Cadre Commercial,2,80,14,5,4
2038,32,M,2439,Célibataire,Consulting,Assistant de Direction,1,80,4,4,2
2040,35,F,8837,Célibataire,Ressources Humaines,Ressources Humaines,1,80,9,9,0
2041,38,F,5343,Marié(e),Commercial,Cadre Commercial,1,80,10,10,7
2044,50,M,6728,Divorcé(e),Commercial,Cadre Commercial,7,80,12,6,3
2045,36,F,6652,Marié(e),Commercial,Cadre Commercial,4,80,8,6,3
2046,45,F,4850,Célibataire,Commercial,Cadre Commercial,8,80,8,5,3
2048,40,M,2809,Célibataire,Consulting,Assistant de Direction,2,80,8,2,2
2049,35,M,5689,Marié(e),Consulting,Manager,1,80,10,10,2
2051,40,F,2001,Marié(e),Consulting,Assistant de Direction,2,80,20,5,3
2052,35,F,2977,Marié(e),Consulting,Assistant de Direction,1,80,4,4,3
2053,29,M,4025,Marié(e),Consulting,Consultant,4,80,10,4,3
2054,29,F,3785,Célibataire,Consulting,Assistant de Direction,1,80,5,5,4
2055,50,M,10854,Divorcé(e),Commercial,Cadre Commercial,4,80,20,3,2
2056,39,F,12031,Marié(e),Commercial,Cadre Commercial,0,80,21,20,9
2057,31,M,9936,Célibataire,Consulting,Tech Lead,0,80,10,9,4
2060,26,F,2966,Célibataire,Commercial,Représentant Commercial,0,80,5,4,2
2061,36,M,2571,Marié(e),Consulting,Consultant,4,80,17,5,2
2062,39,M,9991,Marié(e),Consulting,Manager,4,80,9,7,7
2064,27,M,6142,Marié(e),Consulting,Tech Lead,1,80,6,6,2
2065,49,M,5390,Marié(e),Commercial,Cadre Commercial,2,80,17,9,6
2068,34,M,4404,Marié(e),Consulting,Consultant,2,80,6,4,3
